"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","A1101","","A7101","","C610101","","C610104","","C610105","","C610106","","C610107","","C610108","","C610109","","C610110","","C610111","","C610114","","C610115","","C610116","","C610117","","C610118","","C610119","","C610120","","C610121","","C610122","","D2201","","D2209","","I5101",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A7101_世帯数【世帯】","注釈","C610101_売上金額（民営）（農林漁業）【百万円】","注釈","C610104_売上金額（民営）（非農林漁業（公務を除く））【百万円】","注釈","C610105_売上金額（民営）（鉱業、採石業、砂利採取業）【百万円】","注釈","C610106_売上金額（民営）（建設業）【百万円】","注釈","C610107_売上金額（民営）（製造業）【百万円】","注釈","C610108_売上金額（民営）（電気・ガス・熱供給・水道業）【百万円】","注釈","C610109_売上金額（民営）（情報通信業）【百万円】","注釈","C610110_売上金額（民営）（運輸業、郵便業）【百万円】","注釈","C610111_売上金額（民営）（卸売業、小売業）【百万円】","注釈","C610114_売上金額（民営）（金融業、保険業）【百万円】","注釈","C610115_売上金額（民営）（不動産業、物品賃貸業）【百万円】","注釈","C610116_売上金額（民営）（学術研究、専門・技術サービス業）【百万円】","注釈","C610117_売上金額（民営）（宿泊業、飲食サービス業）【百万円】","注釈","C610118_売上金額（民営）（生活関連サービス業、娯楽業）【百万円】","注釈","C610119_売上金額（民営）（教育、学習支援業）【百万円】","注釈","C610120_売上金額（民営）（医療、福祉）【百万円】","注釈","C610121_売上金額（民営）（複合サービス事業）【百万円】","注釈","C610122_売上金額（民営）（サービス業（他に分類されないもの））【百万円】","注釈","D2201_財政力指数（市町村財政）【‐】","注釈","D2209_一般財源（市町村財政）【千円】","注釈","I5101_病院数【施設】","注釈"
"2020100000","2020年度","07364","福島県 檜枝岐村","","504","","228","","0","","1,066","","0","","191","","X","","-","","-","","X","","X","","-","","0","","0","","453","","14","","X","","X","","X","","X","","0.35","","1,087,309","","0",""
"2020100000","2020年度","07367","福島県 只見町","","4,044","","1,634","","754","","20,568","","X","","6,032","","3,812","","X","","-","","294","","2,503","","470","","471","","4,477","","502","","150","","X","","990","","297","","328","","0.25","","3,675,742","","0",""
"2020100000","2020年度","07368","福島県 南会津町","","14,451","","5,894","","1,167","","70,553","","X","","15,698","","14,599","","X","","14","","2,241","","19,328","","2,758","","723","","2,726","","1,563","","2,382","","265","","4,988","","1,377","","1,762","","0.23","","8,087,871","","1",""
"2020100000","2020年度","07402","福島県 北塩原村","","2,556","","1,003","","0","","9,510","","0","","775","","1,123","","-","","X","","X","","1,023","","X","","413","","28","","4,847","","472","","X","","315","","180","","143","","0.25","","2,067,908","","0",""
"2020100000","2020年度","07405","福島県 西会津町","","5,770","","2,352","","120","","20,729","","0","","4,594","","6,893","","X","","X","","173","","5,083","","X","","X","","55","","461","","839","","72","","1,166","","495","","387","","0.21","","3,896,905","","0",""
"2020100000","2020年度","07407","福島県 磐梯町","","3,322","","1,079","","79","","45,432","","0","","732","","39,261","","X","","-","","X","","1,911","","-","","X","","X","","1,215","","42","","X","","983","","X","","917","","0.29","","2,394,731","","0",""
"2020100000","2020年度","07408","福島県 猪苗代町","","13,552","","4,718","","823","","53,844","","433","","5,597","","6,725","","X","","X","","585","","24,491","","1,016","","879","","404","","4,479","","1,919","","451","","5,084","","628","","1,041","","0.39","","5,264,745","","1",""
"2020100000","2020年度","07421","福島県 会津坂下町","","15,068","","5,306","","833","","75,191","","X","","7,288","","14,868","","-","","X","","3,124","","27,854","","4,740","","1,057","","260","","1,559","","3,672","","325","","7,332","","750","","1,805","","0.38","","4,757,770","","1",""
"2020100000","2020年度","07422","福島県 湯川村","","3,081","","976","","279","","16,206","","0","","438","","6,549","","-","","X","","X","","6,771","","X","","0","","X","","193","","283","","5","","280","","X","","126","","0.24","","1,674,965","","0",""
"2020100000","2020年度","07423","福島県 柳津町","","3,081","","1,127","","64","","19,178","","0","","1,908","","4,387","","X","","-","","109","","3,543","","X","","X","","374","","416","","89","","-","","669","","157","","1,659","","0.19","","2,500,346","","0",""
"2020100000","2020年度","07444","福島県 三島町","","1,452","","644","","X","","X","","0","","4,426","","130","","X","","X","","X","","1,275","","507","","204","","X","","179","","58","","-","","343","","123","","68","","0.15","","1,442,211","","1",""
"2020100000","2020年度","07445","福島県 金山町","","1,862","","878","","118","","6,132","","X","","3,091","","331","","-","","-","","150","","1,217","","X","","X","","X","","223","","19","","-","","611","","177","","157","","0.24","","2,258,461","","0",""
"2020100000","2020年度","07446","福島県 昭和村","","1,246","","626","","183","","1,839","","0","","724","","124","","-","","-","","X","","655","","-","","0","","0","","96","","8","","X","","X","","167","","37","","0.10","","1,440,935","","0",""
"2020100000","2020年度","07447","福島県 会津美里町","","19,014","","6,465","","1,830","","53,056","","0","","9,965","","13,311","","X","","X","","1,171","","15,891","","532","","871","","164","","662","","654","","215","","5,667","","947","","1,698","","0.28","","7,035,998","","1",""
"2020100000","2020年度","07461","福島県 西郷村","","20,808","","8,092","","2,329","","344,384","","0","","22,130","","255,276","","X","","X","","6,537","","31,303","","3,577","","1,707","","572","","4,622","","6,192","","447","","7,369","","132","","3,594","","0.94","","5,309,235","","1",""
"2020100000","2020年度","07464","福島県 泉崎村","","6,213","","2,089","","1,571","","116,000","","X","","2,801","","86,358","","X","","X","","4,696","","14,263","","X","","X","","X","","539","","28","","X","","2,254","","864","","3,074","","0.60","","2,225,926","","0",""
"2020100000","2020年度","07465","福島県 中島村","","4,885","","1,520","","433","","36,172","","0","","2,541","","26,059","","-","","X","","1,573","","3,539","","X","","X","","X","","175","","55","","22","","912","","X","","110","","0.33","","1,858,493","","0",""
"2020100000","2020年度","07466","福島県 矢吹町","","17,287","","6,102","","1,950","","152,294","","0","","9,398","","72,125","","X","","-","","8,629","","36,873","","849","","830","","846","","1,921","","8,252","","621","","7,381","","X","","3,636","","0.61","","4,397,146","","3",""
"2020100000","2020年度","07481","福島県 棚倉町","","13,343","","4,728","","1,548","","140,189","","X","","14,721","","76,160","","X","","218","","4,204","","27,614","","2,222","","1,236","","1,132","","1,296","","4,573","","145","","3,195","","562","","1,018","","0.55","","4,564,969","","0",""
"2020100000","2020年度","07482","福島県 矢祭町","","5,392","","1,867","","1,283","","73,789","","0","","3,588","","62,824","","-","","X","","412","","4,709","","X","","23","","20","","381","","59","","X","","1,128","","331","","128","","0.40","","2,652,068","","0",""
"2020100000","2020年度","07483","福島県 塙町","","8,302","","2,935","","3,273","","41,172","","0","","2,546","","17,846","","X","","X","","1,798","","9,166","","X","","185","","76","","601","","1,033","","24","","6,367","","363","","748","","0.29","","3,848,772","","2",""
"2020100000","2020年度","07484","福島県 鮫川村","","3,049","","1,006","","355","","8,482","","0","","1,860","","3,014","","-","","-","","482","","1,654","","X","","X","","47","","91","","29","","58","","544","","X","","39","","0.18","","2,148,229","","0",""
"2020100000","2020年度","07501","福島県 石川町","","14,644","","5,214","","1,194","","75,826","","X","","8,077","","21,756","","-","","X","","1,608","","18,856","","6,082","","399","","832","","3,148","","1,409","","943","","3,895","","2,517","","5,964","","0.43","","5,153,162","","0",""
"2020100000","2020年度","07502","福島県 玉川村","","6,392","","1,980","","3,952","","58,403","","0","","2,468","","40,353","","-","","X","","1,358","","6,432","","X","","1,326","","141","","389","","534","","28","","932","","727","","2,567","","0.40","","2,789,441","","0",""
"2020100000","2020年度","07503","福島県 平田村","","5,826","","1,953","","621","","29,162","","0","","4,574","","15,038","","-","","X","","X","","3,997","","X","","120","","24","","373","","244","","X","","2,881","","1,022","","761","","0.27","","3,082,206","","1",""
"2020100000","2020年度","07504","福島県 浅川町","","6,036","","2,070","","2,400","","29,148","","0","","1,658","","20,829","","X","","-","","788","","3,322","","246","","58","","47","","159","","277","","20","","902","","X","","183","","0.36","","2,474,380","","0",""
"2020100000","2020年度","07505","福島県 古殿町","","4,825","","1,610","","654","","20,285","","0","","2,761","","11,599","","-","","X","","749","","2,602","","140","","X","","X","","170","","212","","-","","791","","528","","675","","0.23","","2,994,449","","0",""
"2020100000","2020年度","07521","福島県 三春町","","17,018","","5,977","","402","","81,739","","0","","11,180","","33,446","","X","","X","","2,066","","17,408","","1,920","","1,773","","2,692","","1,241","","531","","251","","5,400","","1,687","","2,003","","0.46","","4,954,194","","1",""
"2020100000","2020年度","07522","福島県 小野町","","9,471","","3,398","","541","","39,149","","X","","8,334","","12,200","","-","","-","","980","","11,728","","X","","449","","60","","496","","1,087","","36","","2,174","","408","","762","","0.36","","3,510,113","","1",""
"2020100000","2020年度","07541","福島県 広野町","","5,412","","2,899","","79","","194,557","","X","","26,001","","18,904","","122,277","","X","","1,588","","4,647","","183","","7,262","","4,197","","3,363","","269","","X","","1,067","","X","","4,021","","1.18","","2,976,415","","1",""
"2020100000","2020年度","07542","福島県 楢葉町","","3,710","","1,977","","181","","72,649","","0","","21,881","","11,076","","-","","-","","629","","13,625","","X","","6,813","","12,103","","2,333","","118","","-","","978","","X","","2,806","","0.86","","3,011,991","","0",""
"2020100000","2020年度","07543","福島県 富岡町","","2,128","","1,640","","X","","X","","0","","14,533","","1,137","","-","","11","","135","","5,243","","454","","4,920","","3,549","","X","","28","","217","","229","","197","","19,126","","0.84","","4,502,926","","1",""
"2020100000","2020年度","07544","福島県 川内村","","2,044","","934","","3,801","","11,142","","0","","7,633","","356","","-","","-","","-","","1,385","","X","","0","","X","","213","","40","","X","","934","","158","","287","","0.29","","2,584,834","","0",""
"2020100000","2020年度","07545","福島県 大熊町","","847","","800","","X","","X","","0","","3,581","","X","","-","","-","","-","","72","","-","","0","","0","","1,845","","0","","-","","X","","-","","X","","1.56","","5,943,307","","0",""
"2020100000","2020年度","07546","福島県 双葉町","","0","","0","","0","","507","","0","","X","","X","","-","","-","","-","","0","","-","","0","","0","","X","","0","","-","","0","","-","","-","","0.71","","3,975,408","","0",""
"2020100000","2020年度","07547","福島県 浪江町","","1,923","","1,405","","X","","X","","0","","7,915","","1,175","","-","","X","","X","","2,860","","249","","2,042","","206","","128","","X","","-","","X","","X","","2,980","","0.38","","8,149,309","","0",""
"2020100000","2020年度","07548","福島県 葛尾村","","420","","205","","226","","3,951","","0","","1,288","","X","","-","","-","","-","","244","","-","","0","","X","","0","","0","","-","","X","","X","","1,759","","0.20","","1,331,284","","0",""
"2020100000","2020年度","07561","福島県 新地町","","7,905","","2,748","","453","","143,810","","X","","12,530","","13,675","","X","","X","","2,419","","7,842","","403","","2,269","","1,103","","298","","81","","8","","3,580","","550","","3,387","","0.87","","3,246,271","","1",""
"2020100000","2020年度","07564","福島県 飯舘村","","1,318","","627","","709","","11,035","","0","","3,708","","2,290","","783","","-","","X","","1,561","","X","","X","","0","","0","","X","","-","","347","","X","","1,496","","0.30","","3,696,502","","0",""
"2020100000","2020年度","08201","茨城県 水戸市","","270,685","","122,598","","7,020","","4,853,587","","X","","360,064","","133,874","","211,284","","X","","100,056","","1,686,330","","422,345","","116,110","","59,385","","47,888","","73,203","","32,331","","1,381,831","","6,585","","146,291","","0.86","","51,494,119","","25",""
"2020100000","2020年度","08202","茨城県 日立市","","174,508","","77,911","","1,466","","2,414,462","","24","","110,690","","1,272,095","","148,696","","101,946","","50,005","","363,393","","58,128","","30,863","","109,947","","16,294","","31,387","","14,449","","54,713","","4,233","","47,598","","0.84","","36,754,038","","14",""
"2020100000","2020年度","08203","茨城県 土浦市","","142,074","","63,093","","2,309","","1,929,465","","0","","104,154","","602,821","","178,286","","23,560","","81,461","","603,786","","77,196","","23,721","","25,978","","18,512","","23,618","","13,037","","83,802","","9,276","","60,256","","0.88","","27,969,057","","8",""
"2020100000","2020年度","08204","茨城県 古河市","","139,344","","56,149","","2,381","","1,722,899","","0","","74,208","","1,104,137","","1,753","","8,485","","77,803","","292,282","","29,996","","15,104","","5,540","","14,999","","20,452","","5,888","","42,487","","3,734","","26,032","","0.76","","28,334,026","","9",""
"2020100000","2020年度","08205","茨城県 石岡市","","73,061","","28,344","","9,282","","609,523","","X","","31,614","","276,707","","4,421","","X","","22,611","","173,545","","25,689","","3,997","","3,098","","6,688","","13,413","","2,648","","28,819","","3,532","","10,813","","0.62","","18,640,646","","9",""
"2020100000","2020年度","08207","茨城県 結城市","","50,645","","19,328","","5,288","","433,789","","X","","22,553","","231,612","","3","","X","","16,396","","105,695","","9,696","","3,042","","3,883","","5,158","","7,780","","824","","17,115","","1,673","","7,808","","0.74","","10,037,295","","2",""
"2020100000","2020年度","08208","茨城県 龍ケ崎市","","76,420","","32,158","","2,278","","563,802","","0","","34,067","","284,983","","17,909","","159","","9,726","","128,438","","12,250","","6,933","","4,840","","8,317","","11,761","","5,801","","23,700","","3,248","","11,669","","0.77","","14,457,925","","3",""
"2020100000","2020年度","08210","茨城県 下妻市","","42,521","","16,407","","3,729","","427,875","","0","","30,292","","183,868","","278","","120","","31,579","","127,840","","10,393","","7,225","","1,557","","4,657","","6,368","","1,244","","12,488","","2,095","","7,871","","0.69","","9,331,992","","3",""
"2020100000","2020年度","08211","茨城県 常総市","","60,834","","22,289","","2,767","","747,325","","0","","35,760","","449,912","","1,657","","587","","35,630","","141,299","","13,439","","7,496","","14,628","","4,168","","11,631","","1,431","","17,419","","1,806","","10,461","","0.74","","13,475,402","","4",""
"2020100000","2020年度","08212","茨城県 常陸太田市","","48,602","","19,243","","1,257","","155,331","","752","","18,446","","40,089","","X","","X","","4,068","","52,301","","6,191","","480","","995","","2,601","","5,861","","218","","15,965","","2,250","","3,982","","0.41","","15,447,560","","4",""
